date, pm25, pm10, o3, no2, so2, co
2019/10/5, 58, 23, , , , 
2019/10/6, 60, 24, , , , 
2019/10/7, 53, 24, , , , 
2019/10/8, 60, 36, , , , 
2019/10/9, 79, 40, , , , 
2019/10/10, 80, 26, , , , 
2019/10/11, 62, 34, , , , 
2019/10/12, 67, 42, , , , 
2019/10/13, 79, 43, , , , 
2019/10/14, 87, 44, , , , 
2019/10/15, 88, 48, , , , 
2019/10/16, 99, 51, , , , 
2019/10/17, 103, 51, , , , 
2019/10/18, 105, 52, , , , 
2019/10/19, 101, 49, , , , 
2019/10/20, 94, 49, , , , 
2019/10/21, 102, 52, , , , 
2019/10/22, 105, 44, , , , 
2019/10/23, 91, 49, , , , 
2019/10/24, 93, 55, , , , 
2019/10/25, 117, 62, , , , 
2019/10/26, 137, 62, , , , 
2019/10/27, 133, 65, , , , 
2019/10/28, 145, 73, , , , 
2019/10/29, 148, 86, , , , 
2019/10/30, 157, 32, , , , 
2019/10/31, 71, 30, , , , 
2019/11/1, 64, 28, , , , 
2019/11/2, 60, 35, , , , 
2019/11/3, 55, 28, , , , 
2019/11/4, 58, 32, , , , 
2019/11/5, 63, 35, , , , 
2019/11/6, 66, 33, , , , 
2019/11/7, 56, 26, , , , 
2019/11/8, 53, 35, , , , 
2019/11/9, 62, 29, , , , 
2019/11/10, 51, 38, , , , 
2019/11/11, 67, 49, , , , 
2019/11/12, 81, 29, , , , 
2019/11/13, 59, 46, , , , 
2019/11/14, 71, 48, , , , 
2019/11/15, 78, 50, , , , 
2019/11/16, 88, 60, , , , 
2019/11/17, 102, 48, , , , 
2019/11/18, 87, 44, , , , 
2019/11/19, 78, 42, , , , 
2019/11/20, 71, 48, , , , 
2019/11/21, 79, 41, , , , 
2019/11/22, 72, 38, , , , 
2019/11/23, 67, 50, , , , 
2019/11/24, 82, 37, , , , 
2019/11/25, 65, 24, , , , 
2019/11/26, 57, 51, , , , 
2019/11/27, 84, 54, , , , 
2019/11/28, 93, 42, , , , 
2019/11/29, 75, 26, , , , 
2019/11/30, 40, 34, , , , 
2019/12/1, 46, 60, , , , 
2019/12/2, 111, 26, , , , 
2019/12/3, 90, 41, , , , 
2019/12/4, 103, 62, , , , 
2019/12/5, 119, 80, , , , 
2019/12/6, 144, 86, , , , 
2019/12/7, 153, 66, , , , 
2019/12/8, 117, 52, , , , 
2019/12/9, 86, 40, , , , 
2019/12/10, 73, 20, , , , 
2019/12/11, 50, 58, , , , 
2019/12/12, 94, 64, , , , 
2019/12/13, 107, 51, , , , 
2019/12/14, 98, 74, , , , 
2019/12/15, 136, 78, , , , 
2019/12/16, 125, 58, , , , 
2019/12/17, 125, 39, , , , 
2019/12/18, 68, 46, , , , 
2019/12/19, 70, 50, , , , 
2019/12/20, 90, 60, , , , 
2019/12/21, 95, 46, , , , 
2019/12/22, 81, 31, , , , 
2019/12/23, 67, 5, , , , 
2019/12/24, 29, 14, , , , 
2019/12/25, 34, 14, , , , 
2019/12/26, 35, 22, , , , 
2019/12/27, 41, 11, , , , 
2019/12/28, 28, 8, , , , 
2019/12/29, 22, , , , , 
2019/7/23, 114, 20, , , , 
2019/9/11, 81, 42, , , , 
2019/9/12, 102, 35, , , , 
2019/9/13, 93, 33, , , , 
2019/9/14, 82, 26, , , , 
2019/9/15, 69, 24, , , , 
2019/9/16, 77, 29, , , , 
2019/9/17, 91, 37, , , , 
2019/9/18, 121, 46, , , , 
2019/9/19, 92, 28, , , , 
2019/9/20, 62, 17, , , , 
2019/9/21, 61, 22, , , , 
2019/9/22, 69, 30, , , , 
2019/9/23, 80, 42, , , , 
2019/9/24, 65, 40, , , , 
2019/9/25, 62, 29, , , , 
2019/9/26, 61, 25, , , , 
2019/9/27, 50, 21, , , , 
2019/9/28, 62, 28, , , , 
2019/9/29, 61, 27, , , , 
2019/9/30, 70, 37, , , , 
2019/4/1, 136, 53, , , , 
2019/4/2, 130, 46, , , , 
2019/4/3, 107, 36, , , , 
2019/4/4, 86, 41, , , , 
2019/4/5, 96, 40, , , , 
2019/4/6, 115, 36, , , , 
2019/4/7, 104, 38, , , , 
2019/4/8, 94, 8, , , , 
2019/4/9, 35, 16, , , , 
2019/4/10, 56, 10, , , , 
2019/4/11, 51, 10, , , , 
2019/4/12, 61, 17, , , , 
2019/4/13, 64, 21, , , , 
2019/4/14, 66, 14, , , , 
2019/4/15, 47, 16, , , , 
2019/4/16, 74, , , , , 
2019/4/17, 87, , , , , 
2019/4/18, 82, , , , , 
2019/4/19, 65, , , , , 
2019/4/20, 104, , , , , 
2019/4/21, 88, 25, , , , 
2019/4/22, 87, 36, , , , 
2019/4/23, 111, 43, , , , 
2019/4/24, 127, 61, , , , 
2019/4/25, 129, 62, , , , 
2019/4/26, 128, 49, , , , 
2019/4/27, 90, 18, , , , 
2019/4/28, 50, 16, , , , 
2019/4/29, 56, 16, , , , 
2019/4/30, 69, 12, , , , 
2019/5/1, 62, 18, , , , 
2019/5/2, 55, 29, , , , 
2019/5/3, 77, , , , , 
2019/5/7, 67, 27, , , , 
2019/5/8, 75, 39, , , , 
2019/5/9, 90, 22, , , , 
2019/5/10, 69, 19, , , , 
2019/5/11, 64, 27, , , , 
2019/5/12, 80, 27, , , , 
2019/5/13, 67, 25, , , , 
2019/5/14, 67, 12, , , , 
2019/5/15, 38, 23, , , , 
2019/5/16, 67, 26, , , , 
2019/5/17, 73, 30, , , , 
2019/5/18, 78, 36, , , , 
2019/5/19, 105, 30, , , , 
2019/5/20, 91, 14, , , , 
2019/5/21, 57, 23, , , , 
2019/5/22, 68, 23, , , , 
2019/5/23, 72, 16, , , , 
2019/5/24, 71, 15, , , , 
2019/5/25, 57, 26, , , , 
2019/5/26, 68, 31, , , , 
2019/5/27, 74, 29, , , , 
2019/5/28, 82, 22, , , , 
2019/5/29, 67, 21, , , , 
2019/5/30, 67, 27, , , , 
2019/5/31, 70, 26, , , , 
2019/6/1, 77, 21, , , , 
2019/6/2, 58, 15, , , , 
2019/6/3, 44, 21, , , , 
2019/6/4, 52, 23, , , , 
2019/6/5, 58, 20, , , , 
2019/6/6, 54, 33, , , , 
2019/6/7, 109, 40, , , , 
2019/6/8, 94, 40, , , , 
2019/6/9, 83, 32, , , , 
2019/6/10, 83, 27, , , , 
2019/6/11, 74, 27, , , , 
2019/6/12, 74, 41, , , , 
2019/6/13, 100, 45, , , , 
2019/6/14, 95, 35, , , , 
2019/6/15, 88, 31, , , , 
2019/6/16, 86, 28, , , , 
2019/6/17, 73, 24, , , , 
2019/6/18, 64, 20, , , , 
2019/6/19, 54, 37, , , , 
2019/6/20, 109, 27, , , , 
2019/6/21, 96, 32, , , , 
2019/6/22, 97, 37, , , , 
2019/6/23, 109, 35, , , , 
2019/6/24, 73, 25, , , , 
2019/6/25, 69, 29, , , , 
2019/6/26, 82, 30, , , , 
2019/6/27, 98, 24, , , , 
2019/6/28, 83, 7, , , , 
2019/6/29, 69, 5, , , , 
2019/6/30, 60, , , , , 
2019/1/1, 44, 46, , , , 
2019/1/2, 63, 15, , , , 
2019/1/3, 29, 17, , , , 
2019/1/4, 32, 37, , , , 
2019/1/5, 72, 100, , , , 
2019/1/6, 137, 24, , , , 
2019/1/7, 47, 55, , , , 
2019/1/8, 79, 72, , , , 
2019/1/9, 98, 103, , , , 
2019/1/10, 120, 95, , , , 
2019/1/11, 107, 44, , , , 
2019/1/12, 54, 72, , , , 
2019/1/13, 77, 101, , , , 
2019/1/14, 90, 26, , , , 
2019/1/15, 40, 61, , , , 
2019/1/16, 68, 112, , , , 
2019/1/17, 101, 158, , , , 
2019/1/18, 108, 161, , , , 
2019/1/19, 112, 145, , , , 
2019/1/20, 117, 77, , , , 
2019/1/21, 95, 72, , , , 
2019/1/22, 155, 40, , , , 
2019/1/23, 112, 27, , , , 
2019/1/24, 77, 24, , , , 
2019/1/25, 74, 39, , , , 
2019/1/26, 118, 88, , , , 
2019/1/27, 192, 103, , , , 
2019/1/28, 217, 118, , , , 
2019/1/29, 219, 75, , , , 
2019/1/30, 168, 80, , , , 
2019/1/31, 171, 70, , , , 
2019/2/1, 152, 76, , , , 
2019/2/2, 150, 54, , , , 
2019/2/3, 126, 45, , , , 
2019/2/4, 94, 30, , , , 
2019/2/5, 78, 16, , , , 
2019/2/6, 53, 28, , , , 
2019/2/7, 79, 55, , , , 
2019/2/8, 129, 57, , , , 
2019/2/9, 126, 74, , , , 
2019/2/10, 153, 66, , , , 
2019/2/11, 146, 9, , , , 
2019/2/12, 36, 17, , , , 
2019/2/13, 54, 32, , , , 
2019/2/14, 80, 23, , , , 
2019/2/15, 66, 30, , , , 
2019/2/16, 74, 62, , , , 
2019/2/17, 138, 81, , , , 
2019/2/18, 158, 73, , , , 
2019/2/19, 152, 68, , , , 
2019/2/20, 150, 57, , , , 
2019/2/21, 130, 57, , , , 
2019/2/22, 133, 14, , , , 
2019/2/23, 59, 18, , , , 
2019/2/24, 61, 33, , , , 
2019/2/25, 90, 42, , , , 
2019/2/26, 116, 26, , , , 
2019/2/27, 81, 39, , , , 
2019/2/28, 94, 74, , , , 
2019/3/1, 151, , , , , 
2019/3/2, 109, , , , , 
2019/3/3, 94, 58, , , , 
2019/3/4, 107, 49, , , , 
2019/3/5, 121, 44, , , , 
2019/3/6, 108, 52, , , , 
2019/3/7, 121, 54, , , , 
2019/3/8, 122, 46, , , , 
2019/3/9, 111, 32, , , , 
2019/3/10, 82, 34, , , , 
2019/3/11, 88, 21, , , , 
2019/3/12, 76, 27, , , , 
2019/3/13, 86, 39, , , , 
2019/3/14, 97, 36, , , , 
2019/3/15, 91, 49, , , , 
2019/3/16, 113, 49, , , , 
2019/3/17, 114, 36, , , , 
2019/3/18, 90, 32, , , , 
2019/3/19, 75, 33, , , , 
2019/3/20, 88, 34, , , , 
2019/3/21, 86, 35, , , , 
2019/3/22, 89, 33, , , , 
2019/3/23, 87, 30, , , , 
2019/3/24, 84, 45, , , , 
2019/3/25, 109, 42, , , , 
2019/3/26, 129, 28, , , , 
2019/3/27, 88, 30, , , , 
2019/3/28, 88, 38, , , , 
2019/3/29, 112, 36, , , , 
2019/3/30, 104, 37, , , , 
2019/3/31, 91, 58, , , , 
2018/10/1, 107, 39, , , , 
2018/10/2, 91, 39, , , , 
2018/10/3, 85, 23, , , , 
2018/10/4, 66, 39, , , , 
2018/10/5, 86, 48, , , , 
2018/10/6, 90, 40, , , , 
2018/10/7, 78, 23, , , , 
2018/10/8, 56, 37, , , , 
2018/10/9, 77, 31, , , , 
2018/10/10, 72, 40, , , , 
2018/10/11, 82, 41, , , , 
2018/10/12, 87, 41, , , , 
2018/10/13, 87, 38, , , , 
2018/10/14, 80, 44, , , , 
2018/10/15, 96, 47, , , , 
2018/10/16, 98, 47, , , , 
2018/10/17, 90, 58, , , , 
2018/10/18, 107, 64, , , , 
2018/10/19, 113, 50, , , , 
2018/10/20, 92, 41, , , , 
2018/10/21, 80, 36, , , , 
2018/10/22, 78, 45, , , , 
2018/10/23, 85, 45, , , , 
2018/10/24, 88, 17, , , , 
2018/10/25, 48, 47, , , , 
2018/10/26, 97, 51, , , , 
2018/10/27, 101, 36, , , , 
2018/10/28, 76, 42, , , , 
2018/10/29, 75, 45, , , , 
2018/10/30, 83, 54, , , , 
2018/10/31, 91, 62, , , , 
2018/11/1, 98, 64, , , , 
2018/11/2, 94, 62, , , , 
2018/11/3, 99, 53, , , , 
2018/11/4, 91, 49, , , , 
2018/11/5, 93, 61, , , , 
2018/11/6, 115, 67, , , , 
2018/11/7, 120, 69, , , , 
2018/11/8, 125, 80, , , , 
2018/11/9, 137, 68, , , , 
2018/11/10, 118, 71, , , , 
2018/11/11, 130, 78, , , , 
2018/11/12, 140, 81, , , , 
2018/11/13, 140, 85, , , , 
2018/11/14, 141, 28, , , , 
2018/11/15, 62, 41, , , , 
2018/11/16, 78, 33, , , , 
2018/11/17, 62, 68, , , , 
2018/11/18, 95, 59, , , , 
2018/11/19, 106, 41, , , , 
2018/11/20, 74, 21, , , , 
2018/11/21, 55, 39, , , , 
2018/11/22, 66, 50, , , , 
2018/11/23, 83, 53, , , , 
2018/11/24, 82, 56, , , , 
2018/11/25, 90, 39, , , , 
2018/11/26, 68, 27, , , , 
2018/11/27, 57, 7, , , , 
2018/11/28, 18, 14, , , , 
2018/11/29, 30, 49, , , , 
2018/11/30, 75, 93, , , , 
2018/12/1, 147, 91, , , , 
2018/12/2, 138, 103, , , , 
2018/12/3, 153, 144, , , , 
2018/12/4, 168, 23, , , , 
2018/12/5, 54, 35, , , , 
2018/12/6, 60, 82, , , , 
2018/12/7, 123, 115, , , , 
2018/12/8, 152, 95, , , , 
2018/12/9, 125, 37, , , , 
2018/12/10, 60, 21, , , , 
2018/12/11, 37, 73, , , , 
2018/12/12, 105, 95, , , , 
2018/12/13, 128, 76, , , , 
2018/12/14, 103, 64, , , , 
2018/12/15, 84, 20, , , , 
2018/12/16, 45, 50, , , , 
2018/12/17, 68, 29, , , , 
2018/12/18, 52, 35, , , , 
2018/12/19, 57, 70, , , , 
2018/12/20, 86, 90, , , , 
2018/12/21, 103, 110, , , , 
2018/12/22, 104, 103, , , , 
2018/12/23, 108, 103, , , , 
2018/12/24, 100, 9, , , , 
2018/12/25, 26, 33, , , , 
2018/12/26, 46, 63, , , , 
2018/12/27, 76, 100, , , , 
2018/12/28, 135, 76, , , , 
2018/12/29, 106, 74, , , , 
2018/12/30, 104, , , , , 
2018/7/11, 76, , , , , 
2018/7/12, 79, , , , , 
2018/7/13, 89, , , , , 
2018/7/14, 82, , , , , 
2018/7/15, 63, 37, , , , 
2018/7/16, 109, 29, , , , 
2018/7/17, 70, 24, , , , 
2018/7/18, 69, 38, , , , 
2018/7/19, 99, 56, , , , 
2018/7/20, 135, 37, , , , 
2018/7/21, 96, 34, , , , 
2018/7/22, 89, 36, , , , 
2018/7/23, 79, , , , , 
2018/7/24, 78, , , , , 
2018/7/25, 68, , , , , 
2018/7/26, 61, , , , , 
2018/7/27, 63, , , , , 
2018/7/28, 58, , , , , 
2018/7/29, 60, 23, , , , 
2018/7/30, 70, 26, , , , 
2018/7/31, 68, 32, , , , 
2018/8/1, 70, 24, , , , 
2018/8/2, 57, 22, , , , 
2018/8/3, 58, 25, , , , 
2018/8/4, 62, 26, , , , 
2018/8/5, 65, 23, , , , 
2018/8/6, 71, 39, , , , 
2018/8/7, 88, 34, , , , 
2018/8/8, 84, 37, , , , 
2018/8/9, 86, 27, , , , 
2018/8/10, 70, 25, , , , 
2018/8/11, 63, 28, , , , 
2018/8/12, 66, 28, , , , 
2018/8/13, 71, 37, , , , 
2018/8/14, 85, 27, , , , 
2018/8/15, 70, 29, , , , 
2018/8/16, 78, 31, , , , 
2018/8/17, 73, 29, , , , 
2018/8/18, 70, 26, , , , 
2018/8/19, 67, 29, , , , 
2018/8/20, 67, 29, , , , 
2018/8/21, 68, 25, , , , 
2018/8/22, 68, 34, , , , 
2018/8/23, 73, 35, , , , 
2018/8/24, 75, 39, , , , 
2018/8/25, 90, 30, , , , 
2018/8/26, 76, 20, , , , 
2018/8/27, 55, 15, , , , 
2018/8/28, 44, 28, , , , 
2018/8/29, 66, 33, , , , 
2018/8/30, 74, 37, , , , 
2018/8/31, 76, 35, , , , 
2018/9/1, 75, 38, , , , 
2018/9/2, 81, 37, , , , 
2018/9/3, 79, 21, , , , 
2018/9/4, 56, 19, , , , 
2018/9/5, 49, 26, , , , 
2018/9/6, 62, 32, , , , 
2018/9/7, 74, 19, , , , 
2018/9/8, 53, , , , , 
2018/9/10, 53, 27, , , , 
2018/9/11, 66, 29, , , , 
2018/9/12, 72, 33, , , , 
2018/9/13, 73, 32, , , , 
2018/9/14, 72, 37, , , , 
2018/9/15, 78, 23, , , , 
2018/9/16, 62, 29, , , , 
2018/9/17, 73, 39, , , , 
2018/9/18, 82, 40, , , , 
2018/9/19, 85, 38, , , , 
2018/9/20, 82, 36, , , , 
2018/9/21, 84, 38, , , , 
2018/9/22, 85, 51, , , , 
2018/9/23, 98, 66, , , , 
2018/9/24, 137, 14, , , , 
2018/9/25, 82, 17, , , , 
2018/9/26, 63, 24, , , , 
2018/9/27, 68, 36, , , , 
2018/9/28, 89, 38, , , , 
2018/9/29, 96, 37, , , , 
2018/9/30, 94, 45, , , , 
2018/4/1, 32, 19, 51, , , 
2018/4/2, 33, 31, 27, , , 
2018/4/3, 52, 35, 27, , , 
2018/4/4, 61, 44, 16, , , 
2018/4/5, 63, 22, 20, , , 
2018/4/6, 34, 14, 38, , , 
2018/4/7, 28, 26, 39, , , 
2018/4/8, 46, 26, 40, , , 
2018/4/9, 46, 26, 24, , , 
2018/4/10, 108, 41, 21, , , 
2018/4/11, 91, 45, 24, , , 
2018/4/12, 91, 50, 22, , , 
2018/4/13, 100, 60, 30, , , 
2018/4/14, 113, 53, 28, , , 
2018/4/15, 98, 44, 10, , , 
2018/4/16, 95, 39, 26, , , 
2018/4/17, 80, 39, 31, , , 
2018/4/18, 75, 31, 41, , , 
2018/4/19, 75, 29, 67, , , 
2018/4/20, 90, 29, 46, , , 
2018/4/21, 79, 31, 57, , , 
2018/4/22, 76, 35, 42, , , 
2018/4/23, 84, 37, 26, , , 
2018/4/24, 87, 41, 27, , , 
2018/4/25, 95, 42, 25, , , 
2018/4/26, 91, 42, 35, , , 
2018/4/27, 90, 45, 35, , , 
2018/4/28, 97, 40, 39, , , 
2018/4/29, 99, 36, 20, , , 
2018/4/30, 80, 36, 36, , , 
2018/5/1, 71, 41, 27, , , 
2018/5/2, 81, 44, 17, , , 
2018/5/3, 93, 46, 26, , , 
2018/5/4, 98, 41, 37, , , 
2018/5/5, 81, 23, 24, , , 
2018/5/6, 57, 25, 26, , , 
2018/5/7, 62, 33, 44, , , 
2018/5/8, 73, 32, 43, , , 
2018/5/9, 72, 30, 36, , , 
2018/5/10, 73, 27, 24, , , 
2018/5/11, 64, 24, 43, , , 
2018/5/12, 59, 22, 52, , , 
2018/5/13, 61, 23, 24, , , 
2018/5/14, 63, 26, 23, , , 
2018/5/15, 64, 15, 39, , , 
2018/5/16, 49, 17, 38, , , 
2018/5/17, 56, 24, 31, , , 
2018/5/18, 66, 18, 40, , , 
2018/5/19, 52, 23, 62, , , 
2018/5/20, 63, 26, 17, , , 
2018/5/21, 64, 34, 12, , , 
2018/5/22, 69, 38, 19, , , 
2018/5/23, 67, 21, 30, , , 
2018/5/24, 52, 24, 52, , , 
2018/5/25, 54, 27, 61, , , 
2018/5/26, 60, 23, 57, , , 
2018/5/27, 58, 29, 37, , , 
2018/5/28, 66, 32, 45, , , 
2018/5/29, 71, 34, 47, , , 
2018/5/30, 80, 36, 43, , , 
2018/5/31, 80, 35, 42, , , 
2018/6/1, 78, 31, 64, , , 
2018/6/2, 75, 28, 65, , , 
2018/6/3, 67, 29, 49, , , 
2018/6/4, 68, 30, 39, , , 
2018/6/5, 69, 27, 36, , , 
2018/6/6, 60, 32, 40, , , 
2018/6/7, 72, 39, 31, , , 
2018/6/8, 82, 34, 34, , , 
2018/6/9, 69, 24, 39, , , 
2018/6/10, 51, 37, 38, , , 
2018/6/11, 68, 37, 40, , , 
2018/6/12, 69, 47, 28, , , 
2018/6/13, 72, 43, 26, , , 
2018/6/14, 64, 17, 23, , , 
2018/6/15, 41, 25, 38, , , 
2018/6/16, 41, 19, 43, , , 
2018/6/17, 45, 25, 34, , , 
2018/6/18, 60, 23, 37, , , 
2018/6/19, 58, 28, 36, , , 
2018/6/20, 65, 35, 43, , , 
2018/6/21, 102, 30, 47, , , 
2018/6/22, 77, 16, 33, , , 
2018/6/23, 46, 14, 52, , , 
2018/6/24, 50, 23, 31, , , 
2018/6/25, 61, 10, 27, , , 
2018/6/26, 48, , 32, , , 
2018/6/27, 40, , 21, , , 
2018/1/1, 181, 97, 11, , , 
2018/1/2, 156, 41, 25, , , 
2018/1/3, 85, 39, 12, , , 
2018/1/4, 75, 76, 3, , , 
2018/1/5, 135, 99, 5, , , 
2018/1/6, 162, 101, 3, , , 
2018/1/7, 166, 135, 1, , , 
2018/1/8, 185, 95, , , , 
2018/1/9, 149, 67, 1, , , 
2018/1/10, 120, 57, 4, , , 
2018/1/11, 105, 43, 3, , , 
2018/1/12, 83, 29, 9, , , 
2018/1/13, 62, 25, 6, , , 
2018/1/14, 67, 27, 9, , , 
2018/1/15, 54, 37, 2, , , 
2018/1/16, 69, 38, 15, , , 
2018/1/17, 68, 24, 36, , , 
2018/1/18, 63, 63, 16, , , 
2018/1/19, 132, 67, 5, , , 
2018/1/20, 125, 50, 7, , , 
2018/1/21, 97, 23, 24, , , 
2018/1/22, 57, 45, 25, , , 
2018/1/23, 88, 43, 28, , , 
2018/1/24, 84, 66, 12, , , 
2018/1/25, 126, 84, 9, , , 
2018/1/26, 151, 94, 7, , , 
2018/1/27, 157, 105, 14, , , 
2018/1/28, 166, 152, 1, , , 
2018/1/29, 187, , , , , 
2018/2/12, 81, 60, 2, , , 
2018/2/13, 100, 31, 14, , , 
2018/2/14, 61, 36, 24, , , 
2018/2/15, 67, 41, 30, , , 
2018/2/16, 78, 69, 12, , , 
2018/2/17, 114, 58, 24, , , 
2018/2/18, 94, 25, 6, , , 
2018/2/19, 47, 32, 1, , , 
2018/2/20, 58, 29, 8, , , 
2018/2/21, 52, 49, 2, , , 
2018/2/22, 66, 47, 7, , , 
2018/2/23, 67, 28, 24, , , 
2018/2/24, 46, 23, 41, , , 
2018/2/25, 58, 28, 28, , , 
2018/2/26, 80, 43, 35, , , 
2018/2/27, 90, 43, 55, , , 
2018/2/28, 88, 68, 36, , , 
2018/3/1, 124, 64, 42, , , 
2018/3/2, 114, 63, 7, , , 
2018/3/3, 108, 33, 19, , , 
2018/3/4, 65, 53, 7, , , 
2018/3/5, 88, 39, 4, , , 
2018/3/6, 68, 20, 36, , , 
2018/3/7, 48, 33, 29, , , 
2018/3/8, 61, 36, 20, , , 
2018/3/9, 61, 46, 28, , , 
2018/3/10, 74, 48, 29, , , 
2018/3/11, 77, 48, 10, , , 
2018/3/12, 75, 25, 27, , , 
2018/3/13, 49, 35, 19, , , 
2018/3/14, 58, 31, 21, , , 
2018/3/15, 50, 43, 13, , , 
2018/3/16, 64, 47, 22, , , 
2018/3/17, 67, 49, 16, , , 
2018/3/18, 58, 29, 8, , , 
2018/3/19, 46, 24, 21, , , 
2018/3/20, 47, 29, 33, , , 
2018/3/21, 52, 28, 28, , , 
2018/3/22, 54, 26, 32, , , 
2018/3/23, 56, 28, 53, , , 
2018/3/24, 62, 57, 30, , , 
2018/3/25, 93, 29, 22, , , 
2018/3/26, 59, 29, 23, , , 
2018/3/27, 54, 29, 63, , , 
2018/3/28, 54, 40, 28, , , 
2018/3/29, 64, 45, 27, , , 
2018/3/30, 68, 41, 38, , , 
2018/3/31, 63, 18, 65, , , 
2017/10/1, 70, 34, 23, , , 
2017/10/2, 80, 43, 24, , , 
2017/10/3, 95, 44, 9, , , 
2017/10/4, 95, 40, 21, , , 
2017/10/5, 91, 36, 27, , , 
2017/10/6, 79, 11, 31, , , 
2017/10/7, 33, 12, 45, , , 
2017/10/8, 38, 32, 17, , , 
2017/10/9, 74, 35, 13, , , 
2017/10/10, 81, 34, 23, , , 
2017/10/11, 78, 41, 14, , , 
2017/10/12, 92, 43, 34, , , 
2017/10/13, 90, 42, 45, , , 
2017/10/14, 85, 37, 48, , , 
2017/10/15, 80, 48, 15, , , 
2017/10/16, 98, 50, 11, , , 
2017/10/17, 96, 51, 13, , , 
2017/10/18, 106, 49, 11, , , 
2017/10/19, 102, 49, 15, , , 
2017/10/20, 101, 51, 21, , , 
2017/10/21, 112, 47, 26, , , 
2017/10/22, 99, 41, 20, , , 
2017/10/23, 83, 9, 18, , , 
2017/10/24, 29, 10, 21, , , 
2017/10/25, 36, 33, 17, , , 
2017/10/26, 80, 55, 6, , , 
2017/10/27, 116, 23, 33, , , 
2017/10/28, 59, 20, 46, , , 
2017/10/29, 60, 17, 47, , , 
2017/10/30, 57, 39, 12, , , 
2017/10/31, 92, 50, 10, , , 
2017/11/1, 111, 57, 7, , , 
2017/11/2, 129, 78, 21, , , 
2017/11/3, 153, 34, 28, , , 
2017/11/4, 81, 53, 17, , , 
2017/11/5, 120, 68, 3, , , 
2017/11/6, 148, 67, 3, , , 
2017/11/7, 144, 52, 9, , , 
2017/11/8, 108, 45, 2, , , 
2017/11/9, 94, 67, 1, , , 
2017/11/10, 136, 81, 1, , , 
2017/11/11, 155, 55, 3, , , 
2017/11/12, 121, 58, 1, , , 
2017/11/13, 125, 51, 1, , , 
2017/11/14, 108, 19, 2, , , 
2017/11/15, 55, 20, , , , 
2017/11/16, 64, 33, , , , 
2017/11/17, 92, 27, 1, , , 
2017/11/18, 74, 29, 11, , , 
2017/11/19, 72, 14, 24, , , 
2017/11/20, 39, 36, 7, , , 
2017/11/21, 87, 63, 2, , , 
2017/11/22, 134, 79, 1, , , 
2017/11/23, 159, 86, 1, , , 
2017/11/24, 163, 83, 2, , , 
2017/11/25, 160, 90, 4, , , 
2017/11/26, 169, 23, 23, , , 
2017/11/27, 57, 24, 28, , , 
2017/11/28, 62, 71, 3, , , 
2017/11/29, 141, 62, , , , 
2017/11/30, 123, 33, 2, , , 
2017/12/1, 78, 15, 5, , , 
2017/12/2, 43, 44, 1, , , 
2017/12/3, 99, 51, 7, , , 
2017/12/4, 105, 29, 18, , , 
2017/12/5, 70, 45, 21, , , 
2017/12/6, 103, 88, 2, , , 
2017/12/7, 164, 95, 3, , , 
2017/12/8, 168, 89, 2, , , 
2017/12/9, 158, 34, 16, , , 
2017/12/10, 81, 102, 2, , , 
2017/12/11, 175, 85, 5, , , 
2017/12/12, 148, 152, 1, , , 
2017/12/13, 209, 224, 2, , , 
2017/12/14, 242, 134, 1, , , 
2017/12/15, 189, 40, 2, , , 
2017/12/16, 83, 17, 15, , , 
2017/12/17, 55, 20, 20, , , 
2017/12/18, 59, 26, 25, , , 
2017/12/19, 65, 51, 19, , , 
2017/12/20, 112, 32, 26, , , 
2017/12/21, 74, 53, 7, , , 
2017/12/22, 112, 26, 26, , , 
2017/12/23, 63, 34, 23, , , 
2017/12/24, 83, 76, 2, , , 
2017/12/25, 148, 109, 2, , , 
2017/12/26, 172, 107, 1, , , 
2017/12/27, 169, 50, 1, , , 
2017/12/28, 102, 33, 7, , , 
2017/12/29, 72, 25, 16, , , 
2017/12/30, 56, , , , , 
2017/7/1, 93, 46, 60, , , 
2017/7/2, 77, 40, 43, , , 
2017/7/3, 90, 46, 43, , , 
2017/7/4, 120, 46, 62, , , 
2017/7/5, 70, 32, 66, , , 
2017/7/6, 68, 31, 53, , , 
2017/7/7, 77, 29, 84, , , 
2017/7/8, 74, 29, 78, , , 
2017/7/9, 70, 36, 45, , , 
2017/7/10, 78, 35, 48, , , 
2017/7/11, 83, 36, 69, , , 
2017/7/12, 83, 36, 64, , , 
2017/7/13, 97, 19, 54, , , 
2017/7/14, 60, 22, 75, , , 
2017/7/15, 66, 21, 54, , , 
2017/7/16, 57, 12, 28, , , 
2017/7/17, 41, 19, 35, , , 
2017/7/18, 55, 25, 21, , , 
2017/7/19, 60, 29, 38, , , 
2017/7/20, 68, 27, 57, , , 
2017/7/21, 68, 33, 57, , , 
2017/7/22, 72, 38, 55, , , 
2017/7/23, 81, 43, 27, , , 
2017/7/24, 85, 33, 46, , , 
2017/7/25, 78, 23, 36, , , 
2017/7/26, 61, 29, 46, , , 
2017/7/27, 77, 15, 52, , , 
2017/7/28, 55, 20, 59, , , 
2017/7/29, 61, 23, 58, , , 
2017/7/30, 63, 25, 42, , , 
2017/7/31, 65, 22, 43, , , 
2017/8/1, 65, 23, 70, , , 
2017/8/2, 63, 26, 55, , , 
2017/8/3, 69, 36, 47, , , 
