date, pm25, pm10, o3, no2, so2, co
01/07/2022,38,40,30, , , 
02/07/2022,35, , , , , 
08/07/2022,155,19,9, , , 
09/07/2022,156,11,17, , ,1
10/07/2022,96,15,15, , ,1
11/07/2022,23,17,16, , ,1
12/07/2022,26,20,17, , ,1
13/07/2022,28,20,22, , ,1
14/07/2022,46,26,21, , ,1
15/07/2022,71,45,31, ,1,1
16/07/2022,57,37,26, , , 
17/07/2022,36,14,22, , , 
18/07/2022,157,20,23, , , 
19/07/2022,96,24,22, , , 
20/07/2022,38,30,28, , , 
21/07/2022,39,36,31, ,1, 
22/07/2022,42,35,29, , , 
23/07/2022,38,43,37, , , 
24/07/2022,42,31,30, , , 
25/07/2022,39,32,23, , , 
26/07/2022,41,38,30, , , 
27/07/2022,33,30,20, , , 
28/07/2022,32,28,23, , , 
29/07/2022,34,33,23, , , 
30/07/2022,36,20,23, , , 
31/07/2022,28,18,28, , ,1
01/08/2022,28,23,26, , ,1
02/08/2022,31,24,23, , ,1
03/08/2022,31,24,24, , ,1
04/08/2022,33,24,30, , ,1
05/08/2022,28,30,30, , , 
08/08/2022,33,28,24, , ,2
09/08/2022,32,29,22, , ,1
10/08/2022,34,22,25, , , 
11/08/2022,33,25,16, , , 
12/08/2022,32,26,11, , ,1
13/08/2022,30,32,6, , , 
14/08/2022,92,25,21, , , 
15/08/2022,43,26,17, , , 
16/08/2022,33,28,21, , , 
17/08/2022,35,38,24, , ,1
18/08/2022,40,40,16, ,1, 
19/08/2022,33,46,12, , , 
20/08/2022,37,33,17, , , 
21/08/2022,33,20,17, , , 
22/08/2022,30,19,15, , , 
23/08/2022,28,18,15, , , 
25/08/2022,103,51,16, , , 
26/08/2022,40,49,26, , , 
27/08/2022,37,38, , , , 
29/08/2022,40,28,15, , , 
30/08/2022,36,50,5, , , 
31/08/2022,103,50,11, , , 
01/09/2022,109,23,8, , , 
02/09/2022,103,14,10, , ,1
03/09/2022,101,22,13, , ,1
04/09/2022,72,18,13, , ,1
05/09/2022,29,23,10, , ,2
06/09/2022,34,25,8, , ,2
08/09/2022,37,32,8, , ,2
09/09/2022,30,32,13, , ,2
10/09/2022,32,23,13, , ,1
11/09/2022,31,17,8, , ,1
12/09/2022,29,22,12, , ,2
13/09/2022,31,33,6, , ,2
14/09/2022,38,35,5, , ,3
15/09/2022,96,45,6, , ,3
16/09/2022,34,36,1, , ,3
17/09/2022,29,14,9, , ,1
18/09/2022,27,18,10, , ,2
19/09/2022,30,20,7, , ,2
20/09/2022,27,15,10, ,1,2
21/09/2022,27,11,12, ,1,2
22/09/2022,27,25,8, , ,4
23/09/2022,32,31,7, , ,4
24/09/2022,29,33,11, , ,5
01/04/2022,82,13,19, , ,3
02/04/2022,42,8,14, , ,3
03/04/2022,15,24,9, , ,4
04/04/2022,24,31,6, , ,4
05/04/2022,33,41,6, , ,4
06/04/2022,42,38,8, , ,3
07/04/2022,26,30,14, , ,3
08/04/2022,92,25,18, , ,2
09/04/2022,83,14,17, , ,1
10/04/2022,15,10,22, , ,1
11/04/2022,81,26,7, , ,3
12/04/2022,100,43,10, , ,4
13/04/2022,42,41,11, , ,3
14/04/2022,43,45,11, ,1,4
15/04/2022,51,42,23, , ,2
16/04/2022,45,15,15, , ,1
17/04/2022,18,8,12, , ,2
18/04/2022,15,22,14, , ,2
19/04/2022,29,26,9, , ,2
20/04/2022,29,42,1, , ,4
21/04/2022,36,44,12, , ,4
22/04/2022,52,28,18, , ,2
23/04/2022,79,23,14, , ,2
24/04/2022,86,29,22, , ,1
25/04/2022,26,22,18, , ,1
26/04/2022,26,34,11, , ,2
27/04/2022,34,27,17, , , 
28/04/2022,29,18,17, , , 
29/04/2022,20,23,14, , , 
30/04/2022,26,27,9, , , 
01/05/2022,25,23,9, , , 
02/05/2022,131,20,7, , ,1
03/05/2022,65,28,14, , ,1
04/05/2022,36,41,9, , ,1
05/05/2022,44,38,7, , ,1
06/05/2022,43,35,12, , , 
07/05/2022,42,31,17, , , 
08/05/2022,35,34,11, , , 
09/05/2022,40,31,15, , , 
10/05/2022,41,29,20, , , 
11/05/2022,49,38,16, , , 
12/05/2022,45,40,18, , , 
13/05/2022,47,42,22, , , 
14/05/2022,46,25,24, , , 
15/05/2022,33,31,22, , , 
16/05/2022,37,42,13, , , 
17/05/2022,49,26,22, , , 
18/05/2022,44,19,16, , , 
19/05/2022,26,31,17, , , 
20/05/2022,38,36,26, , , 
21/05/2022,45,36,20, , , 
22/05/2022,38,35,7, , ,2
23/05/2022,34,43,14, , ,1
24/05/2022,50,45,9, , ,1
25/05/2022,46,43,19, , , 
26/05/2022,56,44,12, , , 
27/05/2022,41,48,10, , , 
28/05/2022,40,31,9, , ,2
29/05/2022,24,33,8, , ,1
30/05/2022,33,35,11, , ,1
31/05/2022,37,40,14, , ,1
01/06/2022,39,46,16, , , 
02/06/2022,39,38,21, , , 
03/06/2022,129,46,19, , , 
04/06/2022,40,38,21, , , 
05/06/2022,38,40,13, , , 
06/06/2022,32,34,13, , , 
07/06/2022,29,35,13, , , 
08/06/2022,31,30,9, , , 
09/06/2022,32,28,11, , , 
10/06/2022,102,18,13, , , 
11/06/2022,154,20,16, , , 
12/06/2022,102,24,16, , , 
13/06/2022,28,29,19, , , 
14/06/2022,29,24,23, , , 
15/06/2022,33,29,17, , , 
16/06/2022,39,36,23, , , 
17/06/2022,40,25,21, , , 
18/06/2022,35,25,20, , , 
19/06/2022,23, ,21, , ,2
21/06/2022,153,44,15, , ,1
22/06/2022,37,53,14, , ,1
23/06/2022,39,48,21, , , 
24/06/2022,33,52,17, , , 
25/06/2022,38,32,23, , , 
26/06/2022,29,42,23, , , 
27/06/2022,34,53,21, , , 
28/06/2022,36,28,16, , , 
29/06/2022,92,34,25, , , 
30/06/2022,37,43,21, , ,1
03/01/2022,115,83,1,10,1,16
04/01/2022,136,103,1,11,1,16
05/01/2022,145,94,8,6,1,14
06/01/2022,131,20,12,2, ,3
07/01/2022,42,65,4,6, ,8
08/01/2022,95,80,2,5,1,11
09/01/2022,123,18,7,3,1,5
10/01/2022,106,14,13,2,1,3
11/01/2022,36,18,15,2,1,3
12/01/2022,48,32,21,2,2,3
13/01/2022,63,68,10,7,2,10
14/01/2022,110,67,14,9,1,12
15/01/2022,107,63,5,8,1,10
16/01/2022,103,83,2,10,1,13
17/01/2022,131,27,16,3,2,4
18/01/2022,61,37,20,5,1,6
19/01/2022,145,73,4,10,2,13
20/01/2022,114,51,14,7,1,10
21/01/2022,91,18,18,3,1,4
22/01/2022,36,14,20,2,1,3
23/01/2022,31,19,19,3,1,4
24/01/2022,38,35,17,4,2,7
25/01/2022,60,70,5,7,2,13
26/01/2022,113,69,4,9,1,13
27/01/2022,101,70,8,9,1,14
28/01/2022,101,31,15,5,1,7
29/01/2022,53,58,8,8, ,12
30/01/2022,87,68,3,13,1,16
31/01/2022,103,46,10,7, ,10
01/02/2022,76,24,14,5,1,5
02/02/2022,41,19,19,4,1,5
03/02/2022,31,46,9,9, ,10
04/02/2022,65,91,3,12, ,16
05/02/2022,120,96,8,10,1,18
07/02/2022,78,15,22,4, ,5
08/02/2022,25,29,16,13, ,5
09/02/2022,65,56,3,15,1,10
10/02/2022,83,63,2,15,1,12
11/02/2022,90,40,11,17,1,8
12/02/2022,64,37,10, , ,8
13/02/2022,49,63,2, ,1,14
14/02/2022,61,59,4, , ,13
15/02/2022,56,56,4, , ,12
16/02/2022,64,60,2, , ,13
17/02/2022,68,38,13, , ,11
18/02/2022,56,47,10, , ,13
19/02/2022,65,49,7, , ,12
20/02/2022,72,38,6, , ,8
21/02/2022,49,24,12, , ,3
22/02/2022,30,16,15, , ,1
23/02/2022,26,21,16, , ,2
24/02/2022,29,49,3, , ,7
25/02/2022,61,55,8, ,1,6
26/02/2022,77,29,8, , ,3
27/02/2022,43,13,12, , ,3
28/02/2022,26,19,11, , ,3
01/03/2022,135,21,14, , ,3
02/03/2022,47,36,13, ,1,5
03/03/2022,49,51,4, , ,8
04/03/2022,68,51,14, ,1,6
05/03/2022,58,72,2, , ,15
06/03/2022,91,28,12, , ,6
07/03/2022,49,25,15, , ,5
08/03/2022,35,25,16, , ,4
09/03/2022,35,25,14, , ,5
10/03/2022,117,27,16, , ,6
11/03/2022,36,28,18, ,1,5
12/03/2022,45,39,14, , ,7
13/03/2022,56,50,7, ,1,6
14/03/2022,65,60,4, ,1,6
15/03/2022,76,60,4, ,1,6
16/03/2022,77,44,8, , ,2
17/03/2022,77,27,9, , ,2
18/03/2022,83,33,8, , ,2
19/03/2022,70,26,18, , ,1
20/03/2022,41,39,15, , ,3
21/03/2022,54,33,21, , ,1
22/03/2022,51,33,16, , ,2
23/03/2022,44,46,23, ,1,4
24/03/2022,57,44,27, ,1,3
25/03/2022,58,39,19, ,1,3
26/03/2022,44,47,22, ,1,4
27/03/2022,65,60,6, ,1,6
28/03/2022,67,47,8, , ,4
29/03/2022,54,54,4, , ,5
30/03/2022,47,63,7, , ,6
31/03/2022,112,49,13, , ,4
01/10/2021,42,28,13,3, ,1
02/10/2021,54,34,14,3, ,2
03/10/2021,64,38,8,5, ,3
04/10/2021,147,42,10,6, ,3
05/10/2021,75,36,8,5, ,2
06/10/2021,74,21,11,4, ,1
07/10/2021,48,18,4,5, ,3
08/10/2021,41,4,3,7, ,2
09/10/2021,21,12,1,9, ,2
10/10/2021,36,14,3,9, ,2
11/10/2021,29,35,9,7, ,1
12/10/2021,16,25,10,7, ,1
13/10/2021,142,11,10,6, , 
14/10/2021,25,6,11,2, ,1
15/10/2021,21,9,13,2, ,1
16/10/2021,24,21,17,1, ,1
17/10/2021,47,36,8,5, ,3
18/10/2021,69,39,9,6, ,3
19/10/2021,72,41,5,6, ,3
20/10/2021,80,48,6,6, ,4
21/10/2021,88,51,4,7, ,5
22/10/2021,100,55,9,6, ,6
25/10/2021,73,37,4,7,1,4
26/10/2021,71,43,7,7, ,5
27/10/2021,82,55,6,9,1,6
28/10/2021,105,58,4,9,1,7
29/10/2021,111,58,6,7,1,6
30/10/2021,110,54,7,6,1,6
31/10/2021,102,62,4,8,1,6
01/11/2021,119,55,3,6, ,2
02/11/2021,100,59,2,10, ,5
05/11/2021,68,46,3,6, ,1
06/11/2021,69,44,3,5, ,2
07/11/2021,69,58,1,8,1,3
08/11/2021,92,33,4,4, , 
09/11/2021,59,30,2,6, ,1
10/11/2021,55,37,4,6, ,2
11/11/2021,62,55,2,8, ,3
12/11/2021,93,63,3,8, ,3
13/11/2021,112,70,6,7,1,3
15/11/2021,127,58,2,7,1,1
16/11/2021,97,54,4,5, ,2
17/11/2021,88,62,7,6, ,4
18/11/2021,102,34,10,5,1,2
19/11/2021,64,53,6,7,1,4
20/11/2021,86,56,5,7, ,6
21/11/2021,96,85,1,9,1,12
22/11/2021,136,53,7,5, ,8
23/11/2021,64,34,10,4, ,3
24/11/2021,55,42,4,7, ,4
25/11/2021,71,28,6,13, ,5
26/11/2021,51,44,2,9, ,9
27/11/2021,79,38,10,8, ,7
28/11/2021,70,21,7,9, ,7
29/11/2021,40,19,12,4, ,6
30/11/2021,34,59,2,8, ,13
01/12/2021,106,75,1,10,1,19
02/12/2021,135,47,8,7, ,13
03/12/2021,92,29,10,4, ,10
04/12/2021,48,56,4,5, ,12
05/12/2021,91,36,5,5, ,11
06/12/2021,69,9,5,3,1,10
07/12/2021,24,58,1,5,1,16
08/12/2021,103,62,3,5, ,16
09/12/2021,105,48,3,7, ,17
10/12/2021,82,31,9,4, ,14
11/12/2021,68,12,10,2, ,13
12/12/2021,27,19,14,3,1,12
13/12/2021,39,18,17,2, ,12
14/12/2021,39,38,16,5,1,14
15/12/2021,64,42,16,5,1,15
16/12/2021,76,14,16,1,1,12
17/12/2021,93,11,15,2, ,12
18/12/2021,25,22,17,3,1,14
19/12/2021,41,40,11,6,1,12
20/12/2021,81,24,13,5,1,7
21/12/2021,51,62,5,9,1,11
22/12/2021,109,76,2,11,2,15
23/12/2021,131,92,1,13,2,20
24/12/2021,148,113,1,13,2,25
25/12/2021,155,118,1,13,2,27
26/12/2021,167,77,1,9,2,19
27/12/2021,127,62,2,9,1,15
28/12/2021,103,36,4,8, ,11
29/12/2021,62,16,10,3, ,8
30/12/2021,47,45,9,8,1,13
31/12/2021,71,76,10,7,1,17
01/01/2022,125,37,10,6,1,11
01/07/2021,120,26,28, , ,1
02/07/2021,72,21,25, , ,1
03/07/2021,59,25,31,1, ,1
04/07/2021,73,33,28,2, ,2
05/07/2021,65,31,31,1,1,1
06/07/2021,76,33,39,2, ,2
07/07/2021,77,25,34,2, ,2
08/07/2021,59,30,24,3, ,2
09/07/2021,70,32,27,1, ,2
10/07/2021,67,26,28,1, ,2
11/07/2021,59,31,31,2, ,2
12/07/2021,65,45,29,3, ,3
13/07/2021,126,59,27,4, ,3
14/07/2021,116,52,24,4, ,3
15/07/2021,99,52,23,3, ,3
16/07/2021,95,49,12,4, ,7
17/07/2021,95,22,15,5, ,3
18/07/2021,88,18,21,5, ,3
19/07/2021,57,25,26,5, ,3
20/07/2021,51,22,25,5, ,3
21/07/2021,50,17,26,5, ,3
22/07/2021,45,22,29,6, ,3
23/07/2021,50,27,36,6, ,3
24/07/2021,61,28,35,6, ,4
25/07/2021,66,35,32,8, ,4
26/07/2021,64,46,29,8, ,5
27/07/2021,85,52,28,9, ,5
28/07/2021,92,55,23,9, ,4
29/07/2021,96,55,30,8,1,5
30/07/2021,109,42,39,8, ,4
31/07/2021,85,41,38,6, ,4
01/08/2021,80,46,36,6, ,4
02/08/2021,105,32,34,7, ,4
03/08/2021,82,41,29,8, ,5
04/08/2021,82,56,29,7, ,5
05/08/2021,118,40,29,6, ,5
06/08/2021,99,16,33,7,1,5
07/08/2021,55, ,33,8, ,6
09/08/2021,72,41,37,8, ,4
10/08/2021,91,36,35,8, ,2
11/08/2021,85,22,37,7,1,1
12/08/2021,69,18,38,6, ,1
13/08/2021,45,26,38,7, ,2
14/08/2021,64,24,34,7, ,2
15/08/2021,66,36,28,11, ,3
16/08/2021,80,39,29,9, ,3
17/08/2021,85,35,28,7, ,2
18/08/2021,76,20,26,8, ,2
19/08/2021,58,21,27,8, ,2
20/08/2021,126,30,20,7, ,3
21/08/2021,63,28,26,8, ,3
22/08/2021,65,26,25,10, ,4
23/08/2021,67,32,25,10, ,3
24/08/2021,78,39,25,7, ,3
25/08/2021,85,22,11,8, ,4
26/08/2021,52,24,17,8, ,4
27/08/2021,46,29,30,7,1,3
28/08/2021,59,27,23,7,1,3
29/08/2021,64,25,22,8, ,3
30/08/2021,122,50,20,9, ,3
31/08/2021,51,26,24,4,1,2
01/09/2021,57,18,24,1,1, 
02/09/2021,58,25,18,4, ,2
03/09/2021,67,26,23,4, ,2
04/09/2021,68,28,30,9, ,1
05/09/2021,72,31,20,10, ,2
06/09/2021,78,30,16,10, ,2
07/09/2021,71,26,22,9,1,1
08/09/2021,61,27,15,10,1,2
09/09/2021,64,21,24,10,1,2
10/09/2021,71,28,25,17, ,2
11/09/2021,72,31,34,21, ,2
12/09/2021,69,43,31,25,1,4
13/09/2021,92,43,34,14,1,3
14/09/2021,101,45,27,13,1,4
15/09/2021,96,54,16,14, ,4
16/09/2021,123,52,9,14,1,4
17/09/2021,102,42,7,10, ,3
18/09/2021,70,25,13,9, ,3
19/09/2021,51,27,20,10, ,3
20/09/2021,54,19,16,8, ,2
21/09/2021,44,17,15,9, ,2
22/09/2021,39,16,18,9, ,2
23/09/2021,47,25,9,12, ,4
24/09/2021,55,35,16,13,1,4
25/09/2021,69,36,21,12, ,4
26/09/2021,72,39,13,14, ,5
27/09/2021,88,47,15,11,1,3
28/09/2021,79,30,7,11, ,4
29/09/2021,62,22,10,11, ,4
30/09/2021,47,19,10,5, ,2
01/04/2021,84,41,11,21, ,3
02/04/2021,91,34,20,7, ,2
03/04/2021,90,11,19,1, ,1
26/04/2021,66,27,16,13, ,7
27/04/2021,75,35,12,13, ,7
28/04/2021,77,36,19,13, ,8
29/04/2021,74,34,15,10, ,7
30/04/2021,71,42,13,8, ,8
01/05/2021,70,44,26,7, ,8
02/05/2021,85,26,26,6, ,8
03/05/2021,67,28,22,9, ,6
04/05/2021,71,25,18,10, ,4
05/05/2021,71,25,14,16, ,4
06/05/2021,66,32,16,14, ,5
07/05/2021,71,25,24,5, ,4
08/05/2021,72,21,19,9, ,5
09/05/2021,65,29,12,14, ,6
10/05/2021,74,36,12,16, ,4
11/05/2021,83,30,16,12, ,3
12/05/2021,64,20,23,7, ,2
13/05/2021,58,18,18,9, ,3
14/05/2021,51,19,15,9, ,3
15/05/2021,45,15,21,7, ,3
16/05/2021,44,24,13,14, ,3
17/05/2021,56,21,25,8, ,1
18/05/2021,57,20,25,11, ,2
19/05/2021,55,18,23,10, ,2
20/05/2021,54,16,22,9, ,2
21/05/2021,44,26,21,11, ,3
22/05/2021,66,25,23,11, ,3
23/05/2021,62,32,23,10, ,3
24/05/2021,69,42,13,17, ,4
25/05/2021,88,35,28,7, ,4
26/05/2021,74,34,28,10, ,4
27/05/2021,72,20,20,8, ,3
28/05/2021,55,19,27,8, ,3
29/05/2021,51,17,21,5, ,3
30/05/2021,50,16,21,7, ,4
31/05/2021,46,18,18,6, ,4
01/06/2021,51,21,28,7, ,4
02/06/2021,60,27,27,11, ,5
03/06/2021,72,27,24,12, ,5
04/06/2021,71,32,25,15, ,5
07/06/2021,61,21,23,7, ,3
08/06/2021,53,23,16,12, ,2
09/06/2021,100,30,25,14, ,2
10/06/2021,65,28,24,8, ,1
11/06/2021,60,22,28,7, ,1
12/06/2021,53,21,22,7, ,1
13/06/2021,52,21,18,7, ,1
14/06/2021,50,22,22,5,1,1
15/06/2021,56,26,25,7, ,1
16/06/2021,64,31,31,14, ,2
17/06/2021,67,32,29,8, ,2
18/06/2021,65,37,22,7, ,2
19/06/2021,68,44,28,9, ,2
20/06/2021,65,44,19,16, ,3
21/06/2021,69,54,13,17, ,3
22/06/2021,87,69,31,14, ,2
23/06/2021,141,77,3,20, , 
24/06/2021,172,60,7,13, ,3
25/06/2021,161,54,12,12, ,3
26/06/2021,122,35,7,13, , 
27/06/2021,71, , , , , 
29/06/2021,158,35,27,1, ,2
30/06/2021,124,49,26,2, ,2
04/01/2021,91,56, , , , 
05/01/2021,111,55, , , , 
06/01/2021,114,30, , , , 
07/01/2021,73,27, , , , 
08/01/2021,73,12, , , , 
09/01/2021,38,29, , , , 
10/01/2021,72,26, , , , 
11/01/2021,69,24, , , , 
12/01/2021,59,41, , , , 
13/01/2021,94,27, , , , 
14/01/2021,66,22, , , , 
15/01/2021,56,21, , , , 
16/01/2021,61,31, , , , 
17/01/2021,78,34, , , , 
18/01/2021,85,63, , , , 
19/01/2021,135,79, , , , 
20/01/2021,158,93, , , , 
21/01/2021,167,94, , , , 
22/01/2021,167,58, , , , 
23/01/2021,126,50, , , , 
24/01/2021,103,22, , , , 
25/01/2021,59,12, , , , 
26/01/2021,38,12, , , , 
27/01/2021,47,33, , , , 
28/01/2021,81,60, , , , 
29/01/2021,132,38, , , , 
30/01/2021,90,53, , , , 
31/01/2021,122,30, , , , 
01/02/2021,78,52, , , , 
02/02/2021,117,61, , , , 
03/02/2021,124,70, , , , 
04/02/2021,143,69, , , , 
05/02/2021,142,64, , , , 
06/02/2021,131,77, , , , 
07/02/2021,153,52, , , , 
08/02/2021,111,50, , , , 
09/02/2021,112,54, , , , 
10/02/2021,113,27, , , , 
11/02/2021,61,20, , , , 
12/02/2021,54,20, , , , 
13/02/2021,67,22, , , , 
14/02/2021,93,41, , , , 
15/02/2021,105,81, , , , 
16/02/2021,164,84, , , , 
17/02/2021,166,76, , , , 
18/02/2021,148,58, , , , 
19/02/2021,131,72, , , , 
20/02/2021,149,50, , , , 
21/02/2021,116,56, , , , 
22/02/2021,127,72, , , , 
23/02/2021,149,63, , , , 
24/02/2021,128,71, , , , 
25/02/2021,144,68, , , , 
26/02/2021,126,62, , , , 
27/02/2021,117,17, , , , 
28/02/2021,52,29, , , , 
01/03/2021,72,40, , , , 
02/03/2021,91,45, , , , 
03/03/2021,104,54, , , , 
04/03/2021,114,48, , , , 
05/03/2021,114,31, , , , 
06/03/2021,83,27, , , , 
07/03/2021,74,49, , , , 
08/03/2021,103,46, , , , 
09/03/2021,103,23, , , , 
10/03/2021,64,26, , , , 
11/03/2021,71,44, , , , 
12/03/2021,104,52, , , , 
13/03/2021,112,39, , , , 
14/03/2021,95,20, , , , 
15/03/2021,50,8, , , , 
16/03/2021,33,11, , , , 
17/03/2021,41,23, , , , 
18/03/2021,65,26, , , , 
19/03/2021,68,36, , , , 
20/03/2021,79,32, , , , 
21/03/2021,81,25, , , , 
22/03/2021,79,15, , , , 
23/03/2021,53,21, , , , 
24/03/2021,60,34, , , , 
25/03/2021,71,40,11, ,3,4
26/03/2021,108,46,7, ,2,4
27/03/2021,115,42,12, ,2,2
28/03/2021,103,33,16, ,2,1
29/03/2021,86,23,24, ,1,1
30/03/2021,64,31,18, , ,3
31/03/2021,76,33,20, ,1,2
01/10/2020,58,28, , , , 
02/10/2020,69,31, , , , 
03/10/2020,73,38, , , , 
04/10/2020,80,40, , , , 
05/10/2020,77,39, , , , 
06/10/2020,63,31, , , , 
07/10/2020,54,13, , , , 
08/10/2020,33,16, , , , 
09/10/2020,46,30, , , , 
10/10/2020,75,31, , , , 
11/10/2020,76,32, , , , 
12/10/2020,106,14, , , , 
13/10/2020,67,19, , , , 
14/10/2020,62,35, , , , 
15/10/2020,73,24, , , , 
16/10/2020,54, , , , , 
19/10/2020,59,37, , , , 
20/10/2020,91,40, , , , 
21/10/2020,83,42, , , , 
22/10/2020,93,38, , , , 
23/10/2020,93,54, , , , 
24/10/2020,123,54, , , , 
25/10/2020,119,39, , , , 
26/10/2020,85,53, , , , 
27/10/2020,116,52, , , , 
28/10/2020,115,48, , , , 
29/10/2020,116,30, , , , 
30/10/2020,82,34, , , , 
31/10/2020,83,28, , , , 
01/11/2020,72,49, , , , 
02/11/2020,109,66, , , , 
03/11/2020,145,54, , , , 
04/11/2020,114,39, , , , 
05/11/2020,94,23, , , , 
06/11/2020,66,38, , , , 
07/11/2020,90,53, , , , 
08/11/2020,121,68, , , , 
09/11/2020,151,67, , , , 
10/11/2020,152,78, , , , 
11/11/2020,156,82, , , , 
12/11/2020,149,92, , , , 
13/11/2020,168,76, , , , 
14/11/2020,162,72, , , , 
15/11/2020,155,74, , , , 
16/11/2020,154,73, , , , 
17/11/2020,155,41, , , , 
18/11/2020,99,42, , , , 
19/11/2020,98,48, , , , 
20/11/2020,111,24, , , , 
21/11/2020,69,37, , , , 
22/11/2020,93,65, , , , 
23/11/2020,146,75, , , , 
24/11/2020,151,64, , , , 
25/11/2020,147,87, , , , 
26/11/2020,168,91, , , , 
27/11/2020,171,94, , , , 
28/11/2020,172,81, , , , 
29/11/2020,154,25, , , , 
30/11/2020,67,54, , , , 
01/12/2020,116,72, , , , 
02/12/2020,147,72, , , , 
03/12/2020,146,41, , , , 
04/12/2020,91,55, , , , 
05/12/2020,119,55, , , , 
06/12/2020,125,35, , , , 
07/12/2020,82,37, , , , 
08/12/2020,84,38, , , , 
09/12/2020,87,44, , , , 
10/12/2020,100,59, , , , 
11/12/2020,127,62, , , , 
12/12/2020,126,41, , , , 
13/12/2020,93,13, , , , 
14/12/2020,45,32, , , , 
15/12/2020,77,68, , , , 
16/12/2020,131,48, , , , 
17/12/2020,105,34, , , , 
18/12/2020,80,37, , , , 
19/12/2020,74,29, , , , 
20/12/2020,68,35, , , , 
21/12/2020,76,41, , , , 
22/12/2020,87,76, , , , 
23/12/2020,150,93, , , , 
24/12/2020,151,92, , , , 
25/12/2020,146, , , , , 
03/01/2021,146,38, , , , 
01/07/2020,68,29, , , , 
02/07/2020,63,34, , , , 
03/07/2020,80,23, , , , 
04/07/2020,62,37, , , , 
05/07/2020,62,28, , , , 
06/07/2020,62,23, , , , 
07/07/2020,65,17, , , , 
08/07/2020,46,26, , , , 
09/07/2020,59,29, , , , 
10/07/2020,66,33, , , , 
11/07/2020,75,33, , , , 
12/07/2020,83,12, , , , 
13/07/2020,44,21, , , , 
14/07/2020,65,24, , , , 
15/07/2020,65,24, , , , 
16/07/2020,61,26, , , , 
17/07/2020,67,19, , , , 
18/07/2020,47,16, , , , 
19/07/2020,49,14, , , , 
20/07/2020,46,18, , , , 
21/07/2020,53,23, , , , 
22/07/2020,67,24, , , , 
23/07/2020,61,37, , , , 
24/07/2020,63,35, , , , 
25/07/2020,59,28, , , , 
26/07/2020,44,27, , , , 
27/07/2020,53,19, , , , 
28/07/2020,54,23, , , , 
29/07/2020,82,23, , , , 
30/07/2020,70,26, , , , 
31/07/2020,66,21, , , , 
01/08/2020,60,17, , , , 
02/08/2020,47,26, , , , 
03/08/2020,54,30, , , , 
04/08/2020,71,31, , , , 
05/08/2020,78,16, , , , 
06/08/2020,42,15, , , , 
07/08/2020,34,23, , , , 
08/08/2020,52,22, , , , 
09/08/2020,50,34, , , , 
10/08/2020,66,30, , , , 
11/08/2020,76,44, , , , 
12/08/2020,80,29, , , , 
13/08/2020,66,36, , , , 
14/08/2020,74,35, , , , 
15/08/2020,71,28, , , , 
16/08/2020,42,37, , , , 
17/08/2020,59,28, , , , 
18/08/2020,61,26, , , , 
19/08/2020,44,22, , , , 
20/08/2020,37,20, , , , 
21/08/2020,56,26, , , , 
22/08/2020,62,26, , , , 
23/08/2020,66,40, , , , 
24/08/2020,82,35, , , , 
25/08/2020,69,18, , , , 
26/08/2020,51,25, , , , 
27/08/2020,61,27, , , , 
28/08/2020,65,38, , , , 
29/08/2020,85,32, , , , 
30/08/2020,77,32, , , , 
31/08/2020,77,39, , , , 
01/09/2020,78,21, , , , 
02/09/2020,58,23, , , , 
03/09/2020,56,20, , , , 
04/09/2020,57,16, , , , 
05/09/2020,62,24, , , , 
06/09/2020,64,30, , , , 
07/09/2020,74,34, , , , 
08/09/2020,85,33, , , , 
09/09/2020,82,39, , , , 
10/09/2020,86,43, , , , 
11/09/2020,122,30, , , , 
12/09/2020,99,24, , , , 
13/09/2020,77,25, , , , 
14/09/2020,75,31, , , , 
15/09/2020,83,33, , , , 
16/09/2020,85,31, , , , 
17/09/2020,82,29, , , , 
18/09/2020,70,21, , , , 
19/09/2020,84, , , , , 
20/09/2020,80,39, , , , 
21/09/2020,57,29, , , , 
22/09/2020,75,32, , , , 
23/09/2020,68,28, , , , 
24/09/2020,67,25, , , , 
25/09/2020,58,15, , , , 
26/09/2020,35,13, , , , 
27/09/2020,33,20, , , , 
28/09/2020,50,15, , , , 
29/09/2020,43,13, , , , 
30/09/2020,32,22, , , , 
01/04/2020,28,20, , , , 
02/04/2020,68,37, , , , 
03/04/2020,91,23, , , , 
04/04/2020,67,15, , , , 
05/04/2020,44,9, , , , 
06/04/2020,69,12, , , , 
07/04/2020,55,24, , , , 
08/04/2020,69,27, , , , 
09/04/2020,77,42, , , , 
10/04/2020,108,25, , , , 
11/04/2020,73,28, , , , 
12/04/2020,79,31, , , , 
13/04/2020,79,32, , , , 
14/04/2020,79,12, , , , 
15/04/2020,35,23, , , , 
16/04/2020,66,26, , , , 
17/04/2020,72,27, , , , 
18/04/2020,74,24, , , , 
19/04/2020,67,26, , , , 
20/04/2020,66,14, , , , 
21/04/2020,37,9, , , , 
22/04/2020,35,14, , , , 
23/04/2020,66,27, , , , 
24/04/2020,72,20, , , , 
25/04/2020,72,19, , , , 
26/04/2020,61,23, , , , 
27/04/2020,66,26, , , , 
28/04/2020,73,18, , , , 
29/04/2020,63,14, , , , 
30/04/2020,56,14, , , , 
01/05/2020,48,14, , , , 
02/05/2020,37,11, , , , 
03/05/2020,34,14, , , , 
04/05/2020,56,22, , , , 
05/05/2020,69,23, , , , 
