date, pm25, pm10, o3, no2, so2, co
15/05/2023, ,27,4, , ,3
16/05/2023, ,38,13, , , 
17/05/2023, ,31,10, , , 
18/05/2023, ,18,13, , , 
19/05/2023, ,20,12, , , 
20/05/2023, ,29,11, , , 
21/05/2023, ,26,11, , , 
22/05/2023, ,26,13, , , 
23/05/2023, ,24,16, , , 
24/05/2023, ,33,15, , , 
25/05/2023, ,35,13, , , 
26/05/2023, ,24,15, , , 
27/05/2023, ,22,15, , , 
28/05/2023, ,24,15, , , 
29/05/2023, ,22,10, , , 
30/05/2023, ,26,4, , , 
31/05/2023, ,27,1, , , 
01/04/2023, ,30,12, , ,8
02/04/2023, ,17,6, , ,5
03/04/2023, ,26,12, ,1,1
04/04/2023, ,10,11, ,1,1
05/04/2023, ,16,15, , ,2
06/04/2023, ,23,11, , ,3
07/04/2023, ,27,11, ,1,3
08/04/2023, ,33,8, , ,3
09/04/2023, ,26,14, , ,3
10/04/2023, ,20,15, , ,4
11/04/2023, ,24,14, ,1,5
12/04/2023, ,27,7, , ,6
13/04/2023, ,32,14, , ,4
14/04/2023, ,23,12, , ,4
15/04/2023, ,16,15, , ,5
16/04/2023, ,24,11, , ,5
17/04/2023, ,17,8, , ,6
18/04/2023, ,19,10, , ,5
19/04/2023, ,19,13, , ,6
20/04/2023, ,34,16, ,1,5
21/04/2023, ,30,17, , ,4
22/04/2023, ,32,15, , ,5
23/04/2023, ,28,8, , ,5
24/04/2023, ,28,12, , ,6
25/04/2023, ,23,11, , ,5
26/04/2023, ,13,17, , ,4
27/04/2023, ,18,19, , ,5
28/04/2023, ,25,14, , ,6
29/04/2023, ,33,16, , ,6
30/04/2023, ,28,15, , ,7
02/01/2023, ,64,1, ,1,15
03/01/2023, ,80,1, ,2,15
04/01/2023, ,93,2, ,1,8
05/01/2023, ,93,1, ,1,12
06/01/2023, ,124,1, ,2,7
07/01/2023, ,78,1, ,1,8
08/01/2023, ,81,1, ,1,7
09/01/2023, ,82,3, ,1,2
10/01/2023, ,47,2, , ,1
11/01/2023, ,25,3, ,1,2
12/01/2023, ,24,1, ,1,3
13/01/2023, ,50,1, ,1,8
14/01/2023, ,94,2, ,1,5
15/01/2023, ,61,1, ,1,7
16/01/2023, ,72,1, ,1,7
17/01/2023, ,59,2, ,1,4
18/01/2023, ,45,5, , ,1
19/01/2023, ,65,3, , , 
20/01/2023, ,36,3, , ,5
21/01/2023, ,59,2, , ,5
22/01/2023, ,52,2, , ,2
23/01/2023, ,39,4, , ,1
24/01/2023, ,28,1, , ,2
25/01/2023, ,39,2, , ,2
26/01/2023, ,30,7, , ,1
27/01/2023, ,25,7, ,1, 
28/01/2023, ,28,7, , , 
29/01/2023, ,33,4, ,1,3
30/01/2023, ,47,11, , ,3
31/01/2023, ,31,10, ,1,4
01/02/2023, ,34,3, ,1,5
02/02/2023, ,57,8, , ,3
03/02/2023, ,26,9, , ,7
04/02/2023, ,60, , , , 
06/02/2023, ,18,11, ,2,4
07/02/2023, ,26,6, ,1,7
08/02/2023, ,48,3, ,1,8
09/02/2023, ,51,3, ,2,11
10/02/2023, ,61,5, ,1,12
11/02/2023, ,66,5, ,1,12
12/02/2023, ,68,5, ,1,11
13/02/2023, ,64,8, ,1,11
14/02/2023, ,55,9, ,1,10
15/02/2023, ,47,3, ,1,15
16/02/2023, ,68,2, ,1,16
17/02/2023, ,72,2, ,1,16
18/02/2023, ,73,5, ,1,16
19/02/2023, ,66,9, ,1,12
20/02/2023, ,40,2, ,1,15
21/02/2023, ,52,2, ,2,17
22/02/2023, ,60,2, ,1,16
23/02/2023, ,60,2, ,1,15
24/02/2023, ,64,4, ,1,14
25/02/2023, ,60,10, ,1,11
26/02/2023, ,50,7, , ,11
27/02/2023, ,38,3, , ,13
28/02/2023, ,51,2, , ,13
01/03/2023, ,52,1, ,1,13
02/03/2023, ,44,2, , ,13
03/03/2023, ,37,4, , ,12
04/03/2023, ,34,10, , ,12
05/03/2023, ,44,4, , ,13
06/03/2023, ,50,3, ,1,15
07/03/2023, ,49,3, , ,14
08/03/2023, ,45,6, , ,13
09/03/2023, ,40,1, , ,14
10/03/2023, ,46,11, , ,12
11/03/2023, ,24,13, , ,10
12/03/2023, ,14,6, , ,8
13/03/2023, ,29,4, ,1,5
14/03/2023, ,46,9, , ,4
15/03/2023, ,38,15, ,1,1
16/03/2023, ,13,14, , ,2
17/03/2023, ,17,7, , ,4
18/03/2023, ,32,8, , ,5
19/03/2023, ,39,4, ,1,7
20/03/2023, ,49,3, ,1,7
21/03/2023, ,57,6, , ,7
22/03/2023, ,34,6, , ,7
23/03/2023, ,45,5, , ,7
24/03/2023, ,43,5, , ,7
25/03/2023, ,41,14, , ,5
26/03/2023, ,21,13, , ,7
27/03/2023, ,27,16, , ,5
28/03/2023, ,12,17, , ,5
29/03/2023, ,12,6, , ,8
30/03/2023, ,36,6, ,1,9
31/03/2023, ,41,18, , ,8
01/10/2022, ,18,12, , ,6
02/10/2022, ,18,6, , ,4
03/10/2022, ,20,7, , ,2
04/10/2022, ,17,5, , ,3
05/10/2022, ,29,2, ,1,5
06/10/2022, ,41,8, ,1,5
07/10/2022, ,48,8, , ,4
08/10/2022, ,39,13, , ,4
09/10/2022, ,42,4, , ,6
10/10/2022, ,55,5, , ,4
11/10/2022, ,52,2, , ,5
12/10/2022, ,36,1, , ,6
13/10/2022, ,46,2, , ,5
14/10/2022, ,24,5, , ,5
15/10/2022, ,22,4, , ,6
16/10/2022, ,33,1, , ,5
17/10/2022, ,38, , , , 
19/10/2022, ,80,6, ,1,8
20/10/2022, ,46,4, , ,7
21/10/2022, ,41,4, ,1,8
22/10/2022, ,51,5, ,1,9
23/10/2022, ,53,4, , ,9
24/10/2022, ,54,1, ,1,11
25/10/2022, ,75,4, ,1,11
26/10/2022, ,61,4, ,1,9
27/10/2022, ,45,3, ,1,10
28/10/2022, ,46,5, ,1,10
29/10/2022, ,52,2, ,1,13
30/10/2022, ,53,2, ,2,13
31/10/2022, ,61,1, ,1,8
01/11/2022, ,59,1, ,1,6
02/11/2022, ,64,1, ,1,8
03/11/2022, ,70,1, ,1,7
04/11/2022, ,68,5, , ,4
05/11/2022, ,63,2, , ,4
06/11/2022, ,43,1, , ,6
07/11/2022, ,53,1, , ,7
08/11/2022, ,63,1, , ,7
09/11/2022, ,67,3, , ,7
10/11/2022, ,65, , , , 
13/11/2022, ,43,1, ,1,11
14/11/2022, ,64,1, ,1,11
15/11/2022, ,77,1, , ,9
16/11/2022, ,68,1, , ,8
17/11/2022, ,55,1, , ,10
18/11/2022, ,64,1, , ,12
19/11/2022, ,56,3, , ,6
20/11/2022, ,30,4, , ,5
21/11/2022, ,15,3, , ,7
22/11/2022, ,37,2, , ,8
23/11/2022, ,34,2, , ,8
24/11/2022, ,39,5, ,4,8
25/11/2022, ,36,3, ,4,9
26/11/2022, ,49,5, ,4,8
27/11/2022, ,45,3, ,4,9
28/11/2022, ,41,1, ,4,12
29/11/2022, ,58,1, ,5,15
30/11/2022, ,75,1, ,4,6
01/12/2022, ,33,2, , ,4
02/12/2022, ,44,1, , ,5
03/12/2022, ,51,1, , ,8
04/12/2022, ,67,1, , ,4
05/12/2022, ,46,1, , ,4
06/12/2022, ,47,1, , ,6
07/12/2022, ,56, , , , 
18/12/2022, ,25,4, , ,7
19/12/2022, ,46,1, ,1,10
20/12/2022, ,67,1, ,2,15
21/12/2022, ,85,1, ,1,16
22/12/2022, ,101,1, ,1,25
23/12/2022, ,145,2, ,2,31
24/12/2022, ,190, , , , 
28/12/2022, ,109,1, ,2,17
29/12/2022, ,89,1, ,1,16
30/12/2022, ,82,1, ,1,17
31/12/2022, ,111,1, ,1,16
01/01/2023, ,80,1, , ,17
07/07/2022, ,33,14, , , 
06/08/2022, ,27,27, , , 
07/08/2022, ,25,16, , , 
24/08/2022, ,45,15, , , 
28/08/2022, ,36,16, , , 
07/09/2022, ,36,12, , ,2
25/09/2022, ,39,4, , ,6
26/09/2022, ,30,7, , ,6
27/09/2022, ,24,7, , ,6
28/09/2022, ,26,3, , ,7
29/09/2022, ,35,4, , ,8
30/09/2022, ,35,3, , ,7
20/06/2022, ,37,23, , ,1
02/01/2022, ,73,1,10,2,18
06/02/2022, ,61,17,9, ,12
23/10/2021, ,12,16,2, , 
24/10/2021, ,30,4,6, ,3
03/11/2021, ,46,5,15, ,3
04/11/2021, ,47,4,15, ,3
14/11/2021, ,70,2,8,1,3
08/08/2021, ,30,30,11, ,7
04/04/2021, ,21,16,13, ,2
05/04/2021, ,25,23,8, ,2
06/04/2021, ,17,21,7, ,2
07/04/2021, ,13,22,2, ,1
08/04/2021, ,28,21,10, ,3
09/04/2021, ,33,18,10, ,4
10/04/2021, ,35,19,9, ,3
11/04/2021, ,36,15,12, ,3
12/04/2021, ,38,12,13, ,4
13/04/2021, ,17,19,3, ,2
14/04/2021, ,18,19,10, ,3
15/04/2021, ,23,24,12, ,3
16/04/2021, ,30,20,13, ,4
17/04/2021, ,27,8,5, ,4
18/04/2021, ,25,15,5, ,5
19/04/2021, ,18,16,10, ,3
20/04/2021, ,24,16,9, , 
21/04/2021, ,22,19,8, , 
22/04/2021, ,19,10,9, , 
23/04/2021, ,18,22,4, , 
24/04/2021, ,22,22,6, ,1
25/04/2021, ,28,22,12, ,3
05/06/2021, ,34,26,10, ,5
06/06/2021, ,34,11,13, ,6
28/06/2021, ,25,19,2, ,4
18/10/2020, ,31, , , , 
02/01/2021, ,67, , , , 
31/12/2019, ,59, , , , 
31/01/2020, ,74, , , , 
01/02/2020, ,70, , , , 
02/02/2020, ,65, , , , 
03/02/2020, ,52, , , , 
09/07/2019, ,24, , , , 
10/07/2019, ,15, , , , 
11/07/2019, ,12, , , , 
12/07/2019, ,28, , , , 
13/07/2019, ,25, , , , 
14/07/2019, ,17, , , , 
15/07/2019, ,22, , , , 
16/07/2019, ,16, , , , 
17/07/2019, ,17, , , , 
18/07/2019, ,31, , , , 
19/07/2019, ,33, , , , 
20/07/2019, ,30, , , , 
21/07/2019, ,30, , , , 
22/07/2019, ,37, , , , 
24/07/2019, ,22, , , , 
25/07/2019, ,23, , , , 
26/07/2019, ,32, , , , 
27/07/2019, ,33, , , , 
28/07/2019, ,27, , , , 
29/07/2019, ,25, , , , 
30/07/2019, ,22, , , , 
31/07/2019, ,33, , , , 
01/08/2019, ,33, , , , 
02/08/2019, ,28, , , , 
03/08/2019, ,26, , , , 
04/08/2019, ,16, , , , 
05/08/2019, ,17, , , , 
06/08/2019, ,24, , , , 
07/08/2019, ,30, , , , 
08/08/2019, ,31, , , , 
09/08/2019, ,35, , , , 
10/08/2019, ,32, , , , 
11/08/2019, ,30, , , , 
12/08/2019, ,29, , , , 
13/08/2019, ,33, , , , 
14/08/2019, ,59, , , , 
15/08/2019, ,27, , , , 
16/08/2019, ,18, , , , 
17/08/2019, ,20, , , , 
18/08/2019, ,24, , , , 
19/08/2019, ,36, , , , 
20/08/2019, ,36, , , , 
21/08/2019, ,32, , , , 
22/08/2019, ,33, , , , 
23/08/2019, ,41, , , , 
24/08/2019, ,41, , , , 
25/08/2019, ,39, , , , 
26/08/2019, ,53, , , , 
27/08/2019, ,37, , , , 
28/08/2019, ,29, , , , 
29/08/2019, ,35, , , , 
30/08/2019, ,33, , , , 
31/08/2019, ,33, , , , 
01/09/2019, ,28, , , , 
02/09/2019, ,35, , , , 
03/09/2019, ,43, , , , 
04/09/2019, ,37, , , , 
05/09/2019, ,35, , , , 
06/09/2019, ,45, , , , 
07/09/2019, ,33, , , , 
08/09/2019, ,26, , , , 
09/09/2019, ,27, , , , 
10/09/2019, ,50, , , , 
06/05/2019, ,18, , , , 
31/12/2018, ,23, , , , 
09/09/2018, ,16, , , , 
31/12/2017, ,118,5, , , 
11/02/2018, ,49,6, , , 
10/09/2017, ,34,31, , , 
21/05/2017, ,21,28, , , 
15/01/2017, ,85,1, , , 
01/10/2016, ,52,29, , , 
02/10/2016, ,52,29, , , 
03/10/2016, ,48,20, , , 
04/10/2016, ,26,11, , , 
05/10/2016, ,24,11, , , 
06/10/2016, ,25,17, , , 
07/10/2016, ,50,1, , , 
08/10/2016, ,81,13, , , 
09/10/2016, ,46,15, , , 
10/10/2016, ,48,2, , , 
11/10/2016, ,66,4, , , 
12/10/2016, ,26,9, , , 
13/10/2016, ,35,9, , , 
14/10/2016, ,56,8, , , 
15/10/2016, ,57,13, , , 
16/10/2016, ,55,7, , , 
17/10/2016, ,28,8, , , 
18/10/2016, ,26,8, , , 
20/07/2016, ,41,32, , , 
15/09/2016, ,54,20, , , 
21/09/2016, ,23,22, , , 
22/09/2016, ,33,23, , , 
23/09/2016, ,36,2, , , 
25/09/2016, ,40,25, , , 
29/05/2016, ,59,37,2, , 
18/06/2016, ,44,22, , , 
31/12/2015, ,73,8,15, , 
26/07/2015, ,38,36,14, , 
20/09/2015, ,24,16,6, , 
18/04/2015, ,22,31,4,2,1
05/02/2023, , ,9, ,1,4
11/11/2022, , ,1, , ,5
12/11/2022, , ,2, , ,6
17/12/2022, , ,5, , ,4
27/12/2022, , ,2, ,2,23
01/07/2018, , ,36, , , 
02/07/2018, , ,30, , , 
03/07/2018, , ,51, , , 
04/07/2018, , ,68, , , 
05/07/2018, , ,74, , , 
06/07/2018, , ,70, , , 
07/07/2018, , ,82, , , 
08/07/2018, , ,65, , , 
09/07/2018, , ,78, , , 
28/06/2018, , ,20, , , 
29/06/2018, , ,33, , , 
30/06/2018, , ,36, , , 
18/10/2022, , , , ,2,14
